Isolepis nodosa
Calandrinia picta
Carex misera
Nasturtium coxi
Atriplex chapinii
Andropogon saccharoides
Senecio molinae
Cardionema kurtzii
Geranium robertianum
Rhysolepis helianthoides
Fuchsia macrostema var. gracilis
Verbena polycephala
Clarionea pilifera
Pteris semiadnata
Acetosella aureoflava
Carex canescens
Haplopappus poeppigianus
Hoffmannseggia doellii var. minor
Chusquea quila
Calandrinia sanguinea
Asarca kingii
Pteris ternifolia
Caiophora rosulata
Berberis brachybotria
Mutisia subulata var. gracilis
Stipa rariflora
Ribes ovallei
Bomarea engleriana
Stipa breviseta
Thlaspi arvense
Hydrocotyle gummifera
Claytonia diffusa
Phylloscirpus acaulis
Perezia lactucoides
Cyphocarpus psammophilus
Dichanthelium sabulorum var. polycladum
Haplopappus latifolius
Asteriscium ramosissimum
Senecio ericoides
Gymnophyton isatidicarpum
Danthonia virescens
Baccharis concava
Atriplex glaucescens
Lobelia mucronata var. berteroi
Asarca brachychila
Clinopodium chilense
Cardamine vulgaris
Plantago barbata fma. uncialis
Lastarriaea stricta
Boopis prichardii
Senecio davilae
Viola maculata fma. chilensis
Ruta fernandezia
Eleocharis rivularis
Astragalus darumbium
Baccharis linearis
Plantago philippiana
Senecio navarri
Oreopolus palmae
Erigeron bonariensis fma. grisea
Panargyrum laxum
Apodanthes berteroi
Stachys meyeniana
Senecio darwinii var. laxus
Daucus toriloides
Mecodium fuciforme
Acaena cuneata
Nicotiana lychnoides
Scrophularia auriculata
Gunnera plicata
Mathewsia nivea
Galium dasycarpon
Oxalis coquimbana
Patagonium curvifolium
Solanum chilense
Astragalus rupestris
Echinocactus echinoides
Hippeastrum luteum
Escallonia reflexa
Poa andina
Trichopetalum stellatum
Onopordum acanthium
Hymenophyllum secundum
Latua venenosa
Heliotropium myosotifolium
Chevreulia sarmentosa
Juniperus uvifera
Erigeron tripolioides
Patagonium campestre
Juncus capillaceus
Lycium distichum
Dortmanna mucronata
Cyphocarpus rigescens fma. glabratus
Corynabutilon salicifolium
Oenothera stricta var. propinqua
Cyperus aristatus
Pentacaena ramosissima
Sisymbrium pubescens var. glabrescens
Alona dubia
Taraxacum officinale
Anthericum plumosum
Werneria glaberrima
Schizanthus humilis
Steriphe navarri
Oxalis lineata
Cyperus araeus
Elaphoglossum fonkii
Clarionea recurvata
Neoporteria jussieui var. chorosensis
Menonvillea flexuosa
Uncinia kingii
Bidens alausensis
Eutoca litoralis
Dioscorea humifusa
Malvastrum belloum
Berberis buxifolia
Galinsoga parviflora
Tropaeolum leptophyllum
Anthemis arvensis
Mutisia popetana
Festuca gracillima
Adesmia landbecki
Cristaria thinophila
Carex berteroana
Juncus microcephalus var. floribundus
Boopis ventosa
Genista rigida
Melica laxiflora var. hirsuta
Galium magellanicum
Myrtus nummularia var. major
Trifolium fragiferum
Susarium segethii
Solidago patagonica
Gaillardia aristata
Mecardonia procumbens var. flagellaris
Oenothera arguta
Cruckshanksia verticillata
Flourensia thurifera
Oxalis mallobolba
Hesperis corymbosa
Trisetum spicatum var. dianthemum
Chorizanthe lastarriaea
Marticorenia foliosa
Chiropetalum berterianum
Patagonium leiocarpum var. macrostachyum
Chaetanthera foliosa
Arenaria serpens var. microphylla
Plagiobothrys oppositifolius
Deschampsia berteroana fma. Meigen
Calceolaria recta
Peperomia berteroana
Ribes integrifolium
Soliva stolonifera
Hymenophyllum peltatum var. elongatum
Sisymbrium litorale
Nertera granadensis
Adesmia leptacantha
Arenaria polyantha
Gavilea cardioglossa subsp. tumbesina
Acaena hirta
Anemone gayana
Hordeum jubatum fma. versicolor
Oxalis chilensis
Argylia glutinosa
Senecio nordenskjöldii var. simplicior
Dioscorea parviflora
Chaetanthera gnaphalioides
Pernettya poeppigii var. nana
Loranthus berteroi
Calceolaria ascendens
Ugni candollei
Oxalis biglandulosa
Anisomeria coriacea
Mimulus bridgesii var. integrifolia
Bartsia peruviana
Lastarriaea linearis
Mecardonia flagellaris
Excoecaria marginata
Senecio portalesianus var. lanuginosus
Festuca bonariensis
Bothriochloa saccharoides subsp. parvispiculus
Heliotropium eremogenum
Trifolium brevipes
Archidasyphyllum diacanthoides
Alstroemeria garaventae
Cruckshanksia lithiophila
Senecio helgae
Nardophyllum chiliotrichioides
Azorella clandestina
Sida pygmaea
Boopis breviflora
Boopis pozoaeformis
Oriastrum pusillum
Asarca multiflora
Baccharis mylodontis
Alstroemeria pseudospathulata
Rosa canina
Cristaria cyanea
Loasa volubilis
Maihuenia philippii
Koeleria kurtzii
Poa subaristata
Eugenia divaricatum
Olsynium philippii subsp. philippii
Adesmia unifoliolata
Dinemandra glauca
Brassica antarctica
Cardamine colchaguensis
Ranunculus miser
Hymenophyllum tunbrigense var. asperulum
Pleurophora pusilla
Chiliotrichum diffusum var. media
Arabis commersonii
Symphyostemon segethii
Valeriana colchaguensis
Chaetanthera involucrata
Escallonia pycnantha
Geranium commutatum
Vicia subserrata
Senecio glaber
Ranunculus berteronianus
Lathyrus stipularis
Aloysia deserticola
Oxychloë clandestina
Gleichenia oligocarpa
Stipa chrysophylla var. minor
Acaena sericea
Neoporteria paucicostata var. neohankeana
Polypogon tarapacanus
Physalis peruviana
Mniodes coarctata
Agrostis umbellata
Calandrinia acuminata
Solanum runcinatum
Senecio fistulosus var. fistulosus
Lycapsus tenuifolius
Centaurea melitensis
Adesmia brevivexillata
Baccharis bezanilleana
Carex moelleri
Azorella filamentosa
Schizaea valdiviana
Drimys winteri fma. chilensis
Deschampsia kingii
Paronychia chilensis
Perezia laciniata
Bromus trinii var. micranthera
Aster litoralis
Samolus repens
Anemone macrorhiza
Plectocephalus monocephalus
Solanum feuillei
Quinchamalium thesioides var. flaccidum
Oxypetalum angustifolium
Leptocionium dicranotrichum
Berberis spinosissima
Agrostis chilensis
Isolepis cernua
Gaultheria lanceolata
Cryptantha axillaris
Tropaeolum speciosum
Gentiana prostrata var. americana fma. spathulata
Dichelachne crinita
Nolana debilis
Lonchestigma bipinnatifidum
Digitaria sanguinalis
Viola maculata fma. chillanensis
Cryptocarya mammosa
Avena sativa
Gnaphalium cabrerae
Brodiaea ameghinoi
Eupatorium origanoides
Rapuntium poeppigianum
Adesmia prostrata
Ephedra trifurcata
Senecio aquaticus subsp. barbareifolius
Leontochir ovallei
Orobanche tarapacana
Deyeuxia spicigera var. spicigera
Asplenium trilobum var. trapezoides
Chorispora tenella
Argylia potentillifolia
Senecio hakeifolius var. viscidus
Gentianella multicaulis
Gavilea trullata
Cryptantha diplotricha var. humilis
Carex inconspicua var. fuscula
Pimpinella peteroana
Dendroseris macrantha
Sisymbrium sagittatum var. andinum
Malva dendromorpha
Chaetospora antarctica
Euxenia mitiqui
Opuntia rahmerii
Gentiana gayi
Aloysia trifida
Lomatia ferruginea
Chondrosum tenue
Acaena macrocephala
Senecio argophyllus
Copiapoa humilis var. tocopillana
Dioscorea andina
Malvastrum plumosum var. atacamensis
Cryptocarya peumus var. stenantha
Spergula villosa
Scabiosa sympaganthera
Senecio sericeus var. incisus
Eriosyce megacarpa
Sorema parviflora
Hymenatherum kunthii
Alona chastenayana
Cuminia fernandezia
Hierochloe antarctica var. redolens
Cistanthe villanuevae
Marsea bonariensis var. leiotheca
Erigeron campanensis
Poa hachadoensis var. hachadoensis
Dolia tomentosa
Diplolepis pachyphylla
Mutisia inflexa var. melanopoga
Sisyrinchium philippii
Plantago tumida
Gnaphalium paniculatum
Hypolepis poeppigiana
Myosotis gracilis
Epipetrum bilobum
Triptilion glomerulosum
Mutisia linearifolia var. hookeri
Cacalia glandulosa
Acaena neglecta
Cristaria formosula
Lycium biesei
Adesmia hirsuta
Alstroemeria ciliata
Patagonium coluteoides
Calceolaria arachnoidea var. lanata
Leucheria daucifolia
Heliotropium megalanthum
Phaca elongata
Hydrocotyle chamaemorus
Vicia andicola
Poa laetevirens
Allionia jarae
Ophioglossum valdivianum
Calceolaria flavovirens
Cinnagrostis filifolia
Merope piptolepis
Erigeron polyphyllum
Quinchamalium purpureum
Azara berteroniana
Draba imbricatifolia
Montiopsis trifida
Loasa insons var. prostrata
Senecio andersonii var. ß
Ornithogalum biflorum
Blechnum brevifolium var. brevifolium fma. acuminatum
Trophaeum leptophyllum
Echinocactus horridus
Mostacillastrum volckmannii
Borago officinalis
Calceolaria corymbosa subsp. corymbosa
Eriosyce aurata var. aurata
Boisduvalia tocornalii
Pratia repens
Sisyrinchium junciforme var. nivale
Pyrrocoma angustifolia
Nothofagus patagonica
Baccharis bryoides
Chaetanthera elegans var. pulchra
Lychnis magellanica
Ourisia breviflora subsp. uniflora
Smallanthus connatus
Elymus latiglumis
Deyeuxia spicigera var. cephalotes
Astragalus pencanus
Solanum tweedianum
Calceolaria latifolia var. longepetiolata
Cuscuta racemosa var. chiliana
Notholaena rufa
Baccharis solieri var. williamsii
Caesalpinia major
Schudia chilensis
Deyeuxia viridiflavescens var. viridiflavescens
Chabraea concinna
Senecio humifusus
Nassella obscura fma. Phil.
Polyachyrus sphaerocephalus
Phrygilanthus mutabilis
Eriosyce chilensis var. albidiflorus
Strombocarpa burkartii
Lophozonia obliqua subsp. andina
Plantago australis subsp. pachyneura
Mathewsia collina
Gunnera bracteata
Senecio subauritus
Callitriche heterophylla
Caiophora silvestris var. mitis
Hymenophyllum ferrugineum subsp. berteroi
Porophyllum ellipticum
Perezia pedicularidifolia var. parvifolia
Trisetum laxum
Hypochaeris volckmannii
Mulinum reichei
Leucocoryne gilliesioides
Berberis chilensis var. brachybotria
Oenothera contorta var. divaricata
Crassula radicans
Neoporteria carrizalensis
Werdermannia macrostachya
Helosciadium biternatum
Allocarya procumbens
Viola aurantiaca
Patagonium caespitosum
Polygala mendocina
Mimulus depressus var. ciminum
Berberis linearifolia
Molina linearis
Weberbauera spathulifolia
Carex gayana var. gayana
Clarionea magellanica
Mulguraea asparagoides
Botrychium ramosum var. patagonicum
Solanum furcatum var. acutedentatum
Lobelia blanda
Psilocarphus tenellus
Hymenophyllum bridgesii
Flaveria haumanii
Hippeastrum angustifolium
Viola auritella
Linaria canadensis
Haplopappus subandinus
Plantago monticola subsp. eumonticola
Oxalis maritima
Perdicium viscosum
Chorizanthe virgata var. tomentosa
Oriastrum gayi
Abrotanella linearifolia
Teloxys ambrosioides
Achyrophorus montanus
Chaetanthera microphylla
Carex setifolia var. pungens
Polyachyrus fuscus
Lycopodium magellanicum var. nanum
Polygonum baldschuanica
Juncus valdiviae
Verbena aretioides
Cochranea florida
Botrychium dusenii
Stipa brevipes
Bromus tunicatus
Aster zosterifolius
Robinsonia berteroi
Loasa sagittata
Prumnopitys spicata
Adesmia retusa
Bathya andina
Helosciadium laciniatum var. humile
Baccharis lycioides
Leucheria meladensis
Archidasyphyllum excelsum
Habranthus tubispathus
Acaena argentea fma. epargyrea
Mentha pulegium
Aster trachyticus
Symphyotrichum patagonicum
Chaetanthera glabrata
Paronychia coquimbensis var. coquimbensis
Carex pampae
Arjona pungens
Gunnera magellanica
Oxalis compacta subsp. berteroana
Plectocephalus dracaenoides
Nicotiana uspallatensis
Cochranea hebecula
Ageratum conyzoides
Sophia tenuissima
Tweedia obliquifolia
Mulinum pauciflorum
Sisymbrium fastigiatum
Juelia meyeri
Cytisus scoparius
Lasiorhiza cinerea
Atropis tenuifolia
Lobelia polyphylla fma. hyssopifolia
Senecio clarioneifolius
Chloraea wittei
Calceolaria picta
Perezia pristiphylla
Neoporteria haenkeana
Vulpia myuros
Erinus procumbens
Epilobium deflexum
Cyperus rotundus
Menonvillea rollinsii
Tetragonia copiapina
Schoenoplectus americanus
Viola borchersii
Anarthrophyllum brevistipula
Erigeron poeppigii
Edwardsia cassioides
Asplenium adiantoides var. squamulosum
Ophryosporus paradoxus
Pteropogon chilense
Vicia sessiliflora
Poa scaberula
Chusquea nigricans
Spergularia borchersi
Abutilon hirsutum
Senecio diemii
Senecio stenophyllus
Viola aizoon
Agrostis inconspicua
Senecio irregularis
Adiantum poiretii var. hirsutum
Polypogon magellanicus
Werneria incisa
Plagiobothrys polycaulis
Ranunculus uniflorus fma. bolivianus
Weberbauerella chilensis
Deschampsia gayana var. neuquenensis
Eichhornia crassipes
Ophioglossum nudicaule var. robustum
Viola muscoides
Caiophora cirsiifolia
Cochranea sinuata
Frankenia glabrata
Bidens triplinervia var. macrantha
Gilliesia brevicoalita
Lathyrus roseus
Pingraea scandens
Ourisia alpina
Acrostichum fonkii
Senecio pissisi
Anemone myriophylla
Achyrophorus clarionoides
Calandrinia tricolor
Echinocactus subgibbosus
Ctenitis spectabilis var. philippiana
Lycium tenuispinosum
Sisymbrium hastatum
Acaena digitata
Poa lilloi
Calandrinia calycotricha
Gunnera chilensis var. meyerii
Aira flexuosa
Chaetanthera chilensis var. chilensis
Acaena longifolia
Myrceugenia planipes
Proustia cuneifolia subsp. tipia
Limnobium laevigatum
Solanum crispum
Dioscorea humilis
Discaria prostrata
Trichocline crenata
Hordeum chilense var. pilosum
Acaena pumila
Diplopappus scrobiculatus
Cincinalis tomentosa
Belloa subspicata
Noticastrum eriophorum
Chabraea salina
Oxalis laxa var. laxa
Fuchsia magellanica var. conica
Melica commersonnii
Chloraea lineata
Jarava plumosula
Calycera pulvinata
Chuquiraga revoluta
Aster lastarrianus
Werneria spathulata
Asplenium obliquum var. chondrophyllum
Solanum congestiflorum
Schkuhria pinnata var. typica
Sisyrinchium antucense
Oxalis breana
Chetaria pallens
Polygonum campanulatum
Perezia reflexa
Tylloma glabratum var. eurylepis
Aldunatea chilensis
Rytidosperma quirihuense
Calceolaria minima
Struthiopteris triloba
Calamagrostis montevidensis
Fagonia subaphylla
Chloraea magellanica
Weinmannia corymbosa
Diplopappus coronopifolius
Polypogon interruptus
Leuceria glabrata
Achyrophorus scorzonerae var. glabrata
Cardamine cordata
Campsidium valdivianum
Poa acinaciphylla
Rumohra berteroana
Silvaea corrigioloides
Valeriana bridgesii
Homalocarpus nigripetalus
Habranthus tubispathus subsp. macranthus
Gentiana prostrata var. americana fma. magellanica
Bowlesia dichotoma var. chrysocarpa
Nassauvia darwinii
Phragmites phragmites
Nolana obtusa
Cochranea sentis
Senecio triodon var. neuquensis
Cyperus virens var. virens
Trichomanes peltatum
Thelocephala malleolata var. solitaria
Tragacantha vaga
Mutisia retusa var. glaberrima
Atropis preslii
Stachys gilliesii
Haplopappus valparadisiacus
Pachylaena atriplicifolia
Plantago australis
Salpiglossis parviflora
Solaria major
Uncinia costata
Amaranthus hybridus
Coronopus australis
Hieracium patagonicum
Cuscuta floribunda
Mutisia subulata fma. subulata
Soliera pulchella
Viola arvensis
Mollugo araucana
Arabidopsis thaliana
Phacelia secunda var. pinnata
Convolvulus hermanniae var. viridis
Juncus commixtus
Cheirodendron laetevirens
Oxybaphus campestris
Arequipa australis
Schismus barbatus
Ombrophytum peruvianum
Adesmia polyphylla
Sisyrinchium pauperculum
Ranunculus curvirostris
Oxalis briquetii
Baccharis genistelloides
Llagunoa glandulosa
Nasturtium deserticola
Pinnasa volubilis
Gamochaeta subfalcata
Sphaeroma chilense
Senecio haloragis var. glandulosus
Valantia hypocarpia
Atriplex oreophila
Gentiana valdiviana
Myrtus krausei
Gutierrezia compacta
Luzula campestris var. tristachya
Lepidium chichicara
Tragacantha trifoliata
Periloba paradoxa
Drymaria devia
Bidens triplinervia
Nicotiana multiflora
Haplopappus candolei
Pouteria lucuma
Oriastrum nivale
Cryptantha inconspicua
Rebis ebracteolata
Eulychnia breviflora
Festuca cepacea
Valeriana glauca
Schizopetalon fuegianum
Vulpia octoflora
Chorizanthe umbellata
Galium peteroanum
Stipa ibarii
Cynoctonum nemorosum
Nolana gracillima
Rayera teretifolia
Hydrocotyle ranunculoides var. lobata
Lycium nanum
Lippia reptans
Galium hypocarpium
Urospermum picroides
Sisyrinchium xiphioides
Alstroemeria traudliae
Luma obtusa
Alternanthera junciflora
Desfontainia fulgens
Chaetanthera lanata
Asarca viridiflora
Euphorbia portulacoides var. andensis
Cristaria glaucophylla var. glaucophylla
Crataegus monogyna
Linum chamissonis
Isolepis perpusilla
Thelocephala malleolata
Berberis buxifolia var. montana
Homoeanthus triceps
Sisyrinchium argentinense
Aristida spegazzinii fma. colorata
Verbena deserticola
Arjona andina
Tribulus terrestris
Colletia aciculata
Senecio nublensis
Sida megalorrhiza
Ercilla spicata
Poa spiciformis var. spiciformis
Eritrichium tenuifolium
Heliotropium chenopodiaceum var. filifolium
Bromus catharticus var. elatus
Thelocephala fulva
Chloraea parviflora
Agrostis aristata
Eryngium bupleuroides
Cynanchum patagonicum
Adenocaulon lechleri
Lobelia polyphylla var. latifolia
Elytropus ptarmica
Chascolytrum brizoides
Valeriana maipoana
Calamagrostis rigida
Chloraea decipiens
Argylia farnesiana
Acrostichum lindenii
Oxalis megalorrhiza
Malesherbia corallina
Phycella chilense
Phaca atacamensis
Pseudogynoxys volubilis
Nolana paradoxa var. glaberrima
Alstroemeria angustifolia subsp. velutina
Pleurophora pilosiuscula var. glabra
Griselinia alata
Eriosyce heinrichiana var. setosiflora
Calandrinia spicigera
Aristotelia macqui var. andina
Malesherbia linearifolia
Melica flava var. violacea
Oxalis bryoides
Erigeron flagellifolius
Prada &
Hydrocotyle carrerae
Potamogeton pedersenii
Acaena ovalifolia subsp. elegans
Cyclospermum laciniatum
Gamochaeta falcata
Mulinum leoninum
Weberbauerocereus fascicularis
Adesmia rubroviridis
Phaca dolichostachya
Loranthus eschscholzianus
Tigridia philippiana
Festuca elliotii
Cyperus vegetus var. compactus
Perdicium recurvatum
Myrceugenia stenophylla var. pinifolia
Cassia myrtifolia
Eritrichium bridgesii
Conyza berteroana
Conyza chilensis
Neoporteria engleri
Quinchamalium carnosum
Calamagrostis viridiflavescens
Senecio coronopodiphyllus
Panargyrum abbreviatum
Colletia armata
Juncus balticus
Astragalus nudus
Senecio verbascifolius
Parastrephia quadrangularis
Phaca domeykoana
Mertensia oligocarpa
Erigeron myosotis subsp. pseudomagellanicus
Cristaria johowii
Gnaphalium psilophyllum
Viola maculata var. buchtienii
Erigeron stenophyllus
Adesmia caespitosa
Blechnum chilense var. reedii
Dolia clavata
Azara valdiviae
Dortmanna polyphylla
Myostemma monantha
Lepicystis lanceolata
Nardophyllum genistoides
Luzula tristachya
Schizanthus alpestris
Avena preslei
Placea germainii subsp. cantillanica
